name,address,description,styleUrl,ExtendedData/Data/0/value,ExtendedData/Data/0/_name,ExtendedData/Data/1/value,ExtendedData/Data/1/_name,ExtendedData/Data/2/value,ExtendedData/Data/2/_name,ExtendedData/Data/3/value,ExtendedData/Data/3/_name,ExtendedData/Data/4/value,ExtendedData/Data/4/_name,ExtendedData/Data/5/value,ExtendedData/Data/5/_name,ExtendedData/Data/6/value,ExtendedData/Data/6/_name,ExtendedData/Data/7/value,ExtendedData/Data/7/_name,ExtendedData/Data/8/value,ExtendedData/Data/8/_name,ExtendedData/Data/9/value,ExtendedData/Data/9/_name,ExtendedData/Data/10/value,ExtendedData/Data/10/_name,ExtendedData/Data/11/value,ExtendedData/Data/11/_name,ExtendedData/Data/12/value,ExtendedData/Data/12/_name,ExtendedData/Data/13/value,ExtendedData/Data/13/_name
Convent Avenue Baptist Church,425 West 144th Street New York NY 10031,Contact: Ilean Taylor<br>Phone: 646-698-5102<br>Program Type: Pantry<br>Address: 425 West 144th Street<br>City: New York<br>State: NY<br>ZIP Code: 10031<br>Monday: 09:00 AM - 12:00 PM (every other Monday)<br>Tuesday: closed<br>Wednesday: closed<br>Thursday: closed<br>Friday: closed<br>Saturday: closed<br>Sunday: closed,#icon-1899-F57C00,Ilean Taylor,Contact,646-698-5102,Phone,Pantry,Program Type,425 West 144th Street,Address,New York,City,NY,State,10031,ZIP Code,09:00 AM - 12:00 PM (every other Monday),Monday,closed,Tuesday,closed,Wednesday,closed,Thursday,closed,Friday,closed,Saturday,closed,Sunday
Co-Op City Seventh Day Adventist Church,1010 Baychester Avenue Bronx NY 10475,Contact: Gleneta Salmon<br>Phone: 646-851-8591<br>Program Type: Pantry<br>Address: 1010 Baychester Avenue<br>City: Bronx<br>State: NY<br>ZIP Code: 10475<br>Monday: -<br>Tuesday: -<br>Wednesday: 5:30 PM - 7:00 PM<br>Thursday: -<br>Friday: -<br>Saturday: -<br>Sunday: -,#icon-1899-F57C00,Gleneta Salmon,Contact,646-851-8591,Phone,Pantry,Program Type,1010 Baychester Avenue,Address,Bronx,City,NY,State,10475,ZIP Code,-,Monday,-,Tuesday,5:30 PM - 7:00 PM,Wednesday,-,Thursday,-,Friday,-,Saturday,-,Sunday
Cornerstone Baptist Food Pantry,562 Madison Street Brooklyn NY 11221,Contact: Diana Little<br>Phone: 347-221-1801<br>Program Type: Pantry<br>Address: 562-574 Madison Street<br>City: Brooklyn<br>State: NY<br>ZIP Code: 11221<br>Monday: closed<br>Tuesday: 11:00 AM - 01:00 PM<br>Wednesday: closed<br>Thursday: closed<br>Friday: closed<br>Saturday: closed<br>Sunday: closed,#icon-1899-F57C00,Diana Little,Contact,347-221-1801,Phone,Pantry,Program Type,562-574 Madison Street,Address,Brooklyn,City,NY,State,11221,ZIP Code,closed,Monday,11:00 AM - 01:00 PM,Tuesday,closed,Wednesday,closed,Thursday,closed,Friday,closed,Saturday,closed,Sunday
Cornerstone SDA Church,138 Pennsylvania Avenue Brooklyn NY 11207,Contact: Merle Antoine<br>Phone: 718-453-5589<br>Program Type: Pantry<br>Address: 138 Pennsylvania Avenue<br>City: Brooklyn<br>State: NY<br>ZIP Code: 11207<br>Monday: closed<br>Tuesday: closed<br>Wednesday: closed<br>Thursday: 10:00 AM - 12:00 PM<br>Friday: closed<br>Saturday: closed<br>Sunday: closed,#icon-1899-F57C00,Merle Antoine,Contact,718-453-5589,Phone,Pantry,Program Type,138 Pennsylvania Avenue,Address,Brooklyn,City,NY,State,11207,ZIP Code,closed,Monday,closed,Tuesday,closed,Wednesday,10:00 AM - 12:00 PM,Thursday,closed,Friday,closed,Saturday,closed,Sunday
Cornerstone SDA Church,138 Pennsylvania Avenue Brooklyn NY 11207,Contact: Merle Antoine<br>Phone: 718-942-7606<br>Program Type: Soup Kitchen<br>Address: 138 Pennsylvania Avenue<br>City: Brooklyn<br>State: NY<br>ZIP Code: 11207<br>Monday: closed<br>Tuesday: closed<br>Wednesday: closed<br>Thursday: closed<br>Friday: closed<br>Saturday: closed<br>Sunday: 11:00 AM - 01:00 PM,#icon-1899-1A237E,Merle Antoine,Contact,718-942-7606,Phone,Soup Kitchen,Program Type,138 Pennsylvania Avenue,Address,Brooklyn,City,NY,State,11207,ZIP Code,closed,Monday,closed,Tuesday,closed,Wednesday,closed,Thursday,closed,Friday,closed,Saturday,11:00 AM - 01:00 PM,Sunday
Corona SDA Church,35-30 103rd Street Corona NY 11368,Contact: Speedie Plummer<br>Phone: 718-651-4534<br>Program Type: Pantry<br>Address: 35-30 103rd Street<br>City: Corona<br>State: NY<br>ZIP Code: 11368<br>Monday: 09:00 AM - 11:00 AM<br>Tuesday: closed<br>Wednesday: closed<br>Thursday: closed<br>Friday: closed<br>Saturday: closed<br>Sunday: closed,#icon-1899-F57C00,Speedie Plummer,Contact,718-651-4534,Phone,Pantry,Program Type,35-30 103rd Street,Address,Corona,City,NY,State,11368,ZIP Code,09:00 AM - 11:00 AM,Monday,closed,Tuesday,closed,Wednesday,closed,Thursday,closed,Friday,closed,Saturday,closed,Sunday
Corona SDA Church,35-30 103rd Street Corona NY 11368,Contact: Speedie Plummer<br>Phone: 718-651-4534<br>Program Type: Soup Kitchen<br>Address: 35-30 103rd Street<br>City: Corona<br>State: NY<br>ZIP Code: 11368<br>Monday: closed<br>Tuesday: closed<br>Wednesday: closed<br>Thursday: closed<br>Friday: closed<br>Saturday: closed<br>Sunday: 12:00 PM - 02:00 PM,#icon-1899-1A237E,Speedie Plummer,Contact,718-651-4534,Phone,Soup Kitchen,Program Type,35-30 103rd Street,Address,Corona,City,NY,State,11368,ZIP Code,closed,Monday,closed,Tuesday,closed,Wednesday,closed,Thursday,closed,Friday,closed,Saturday,12:00 PM - 02:00 PM,Sunday
Corpus Christi Food Pantry,31-31 60th Street Woodside NY 11377,Contact: Fernando Torres<br>Phone: 929-272-7678/ 718-278-8114<br>Program Type: Pantry<br>Address: 31-31 60th Street<br>City: Woodside<br>State: NY<br>ZIP Code: 11377<br>Monday: closed<br>Tuesday: closed<br>Wednesday: 11:00 AM - 01:00 PM<br>Thursday: closed<br>Friday: closed<br>Saturday: closed<br>Sunday: closed,#icon-1899-F57C00,Fernando Torres,Contact,929-272-7678/ 718-278-8114,Phone,Pantry,Program Type,31-31 60th Street,Address,Woodside,City,NY,State,11377,ZIP Code,closed,Monday,closed,Tuesday,11:00 AM - 01:00 PM,Wednesday,closed,Thursday,closed,Friday,closed,Saturday,closed,Sunday
Council of Jewish Organizations of Staten Island,984 Post Avenue Staten Island NY 10302,Contact: Scott Maurer<br>Phone: 718-720-4047 ext 103<br>Program Type: Pantry<br>Address: 984 Post Avenue<br>City: Staten Island<br>State: NY<br>ZIP Code: 10302<br>Monday: closed<br>Tuesday: 09:00 AM - 12:30 PM<br>Wednesday: closed<br>Thursday: 09:00 AM - 12:30 PM<br>Friday: closed<br>Saturday: closed<br>Sunday: closed,#icon-1899-F57C00,Scott Maurer,Contact,718-720-4047 ext 103,Phone,Pantry,Program Type,984 Post Avenue,Address,Staten Island,City,NY,State,10302,ZIP Code,closed,Monday,09:00 AM - 12:30 PM,Tuesday,closed,Wednesday,09:00 AM - 12:30 PM,Thursday,closed,Friday,closed,Saturday,closed,Sunday
Council of Peoples Organization (COPO),1077 Coney Island Avenue Brooklyn NY 11221,Contact: Kelsey Simmons<br>Phone: (929) 842-7528<br>Program Type: Pantry<br>Address: 1077 Coney Island Avenue<br>City: Brooklyn<br>State: NY<br>ZIP Code: 11221<br>Monday: closed<br>Tuesday: closed<br>Wednesday: closed<br>Thursday: closed<br>Friday: 10:30 am - 4:30 pm<br>Saturday: closed<br>Sunday: closed,#icon-1899-F57C00,Kelsey Simmons,Contact,(929) 842-7528,Phone,Pantry,Program Type,1077 Coney Island Avenue,Address,Brooklyn,City,NY,State,11221,ZIP Code,closed,Monday,closed,Tuesday,closed,Wednesday,closed,Thursday,10:30 am - 4:30 pm,Friday,closed,Saturday,closed,Sunday
Creston Avenue Baptist Church,114 East 188th Street Bronx NY 10468,Contact: Lilly / Rosa Morrison<br>Phone: 718-367-1754/917-557-0141 / 347-702-3626; 917-504-0870<br>Program Type: Soup Kitchen<br>Address: 114 East 188th Street<br>City: Bronx<br>State: NY<br>ZIP Code: 10468<br>Monday: closed<br>Tuesday: closed<br>Wednesday: closed<br>Thursday: closed<br>Friday: closed<br>Saturday: 12:00 PM - 2:00 PM<br>Sunday: closed,#icon-1899-1A237E,Lilly / Rosa Morrison,Contact,718-367-1754/917-557-0141 / 347-702-3626; 917-504-0870,Phone,Soup Kitchen,Program Type,114 East 188th Street,Address,Bronx,City,NY,State,10468,ZIP Code,closed,Monday,closed,Tuesday,closed,Wednesday,closed,Thursday,closed,Friday,12:00 PM - 2:00 PM,Saturday,closed,Sunday
Creston Avenue Baptist Church,114 East 188th Street Bronx NY 10468,Contact: Sharon Stanley-Jackson<br>Phone: 646-538-2567/ 718-367-1754<br>Program Type: Pantry<br>Address: 114 East 188th Street<br>City: Bronx<br>State: NY<br>ZIP Code: 10468<br>Monday: 12:00 PM - 02:00 PM<br>Tuesday: closed<br>Wednesday: 12:00 PM - 02:00 PM<br>Thursday: closed<br>Friday: 12:00 PM - 02:00 PM<br>Saturday: closed<br>Sunday: closed,#icon-1899-F57C00,Sharon Stanley-Jackson,Contact,646-538-2567/ 718-367-1754,Phone,Pantry,Program Type,114 East 188th Street,Address,Bronx,City,NY,State,10468,ZIP Code,12:00 PM - 02:00 PM,Monday,closed,Tuesday,12:00 PM - 02:00 PM,Wednesday,closed,Thursday,12:00 PM - 02:00 PM,Friday,closed,Saturday,closed,Sunday
Crossover Baptist Church Comm. Outreach Help Cntr.,85-12 101st Avenue Ozone Park NY 11416,Contact: Lillian Hopkins<br>Phone: 718-971-4953<br>Program Type: Pantry<br>Address: 85-12 101st Avenue<br>City: Ozone Park<br>State: NY<br>ZIP Code: 11416<br>Monday: closed<br>Tuesday: closed<br>Wednesday: closed<br>Thursday: closed<br>Friday: 10:00 AM - 2:00PM<br>Saturday: closed<br>Sunday: closed,#icon-1899-F57C00,Lillian Hopkins,Contact,718-971-4953,Phone,Pantry,Program Type,85-12 101st Avenue,Address,Ozone Park,City,NY,State,11416,ZIP Code,closed,Monday,closed,Tuesday,closed,Wednesday,closed,Thursday,10:00 AM - 2:00PM,Friday,closed,Saturday,closed,Sunday
Crossroads Community Services Inc.,108 East 51st Street New York NY 10022,Contact: David Sanders<br>Phone: 212-378-0229<br>Program Type: Soup Kitchen<br>Address: 108 East 51st Street<br>City: New York<br>State: NY<br>ZIP Code: 10022<br>Monday: 12:30 PM - 1:30 PM<br>Tuesday: closed<br>Wednesday: 12:30 PM - 1:30 PM<br>Thursday: closed<br>Friday: closed<br>Saturday: closed<br>Sunday: 12:30 PM - 1:30 PM,#icon-1899-1A237E,David Sanders,Contact,212-378-0229,Phone,Soup Kitchen,Program Type,108 East 51st Street,Address,New York,City,NY,State,10022,ZIP Code,12:30 PM - 1:30 PM,Monday,closed,Tuesday,12:30 PM - 1:30 PM,Wednesday,closed,Thursday,closed,Friday,closed,Saturday,12:30 PM - 1:30 PM,Sunday
Crossroads Community Services Inc. (Food Pantry),108 East 51st Street New York NY 10022,Contact: David Sanders<br>Phone: 212-378-0229<br>Program Type: Pantry<br>Address: 108 East 51st Street<br>City: New York<br>State: NY<br>ZIP Code: 10022<br>Monday: closed<br>Tuesday: closed<br>Wednesday: closed<br>Thursday: 10:00 AM - 01:00 PM<br>Friday: closed<br>Saturday: closed<br>Sunday: closed,#icon-1899-F57C00,David Sanders,Contact,212-378-0229,Phone,Pantry,Program Type,108 East 51st Street,Address,New York,City,NY,State,10022,ZIP Code,closed,Monday,closed,Tuesday,closed,Wednesday,10:00 AM - 01:00 PM,Thursday,closed,Friday,closed,Saturday,closed,Sunday
Crown Heights Community Outreach Center,467 Rutland Road Brooklyn NY 11203,Contact: Angella Auguste<br>Phone: 718-493-5049<br>Program Type: Pantry<br>Address: 467 Rutland Road<br>City: Brooklyn<br>State: NY<br>ZIP Code: 11203<br>Monday: closed<br>Tuesday: closed<br>Wednesday: closed<br>Thursday: closed<br>Friday: 04:00 PM - 07:00 PM<br>Saturday: closed<br>Sunday: closed,#icon-1899-F57C00,Angella Auguste,Contact,718-493-5049,Phone,Pantry,Program Type,467 Rutland Road,Address,Brooklyn,City,NY,State,11203,ZIP Code,closed,Monday,closed,Tuesday,closed,Wednesday,closed,Thursday,04:00 PM - 07:00 PM,Friday,closed,Saturday,closed,Sunday
Crown Heights Jewish Community Council,899 Montgomery Street Brooklyn NY 11213,Contact: Bella Vilenkin<br>Phone: 718-771-9000 x7701<br>Program Type: Pantry<br>Address: 899 Montgomery Street<br>City: Brooklyn<br>State: NY<br>ZIP Code: 11213<br>Monday: closed<br>Tuesday: closed<br>Wednesday: 01:30 PM - 03:00 PM<br>Thursday: closed<br>Friday: closed<br>Saturday: closed<br>Sunday: closed,#icon-1899-F57C00,Bella Vilenkin,Contact,718-771-9000 x7701,Phone,Pantry,Program Type,899 Montgomery Street,Address,Brooklyn,City,NY,State,11213,ZIP Code,closed,Monday,closed,Tuesday,01:30 PM - 03:00 PM,Wednesday,closed,Thursday,closed,Friday,closed,Saturday,closed,Sunday
Cuyler Warren United Methodist Church,424 Dean Street Brooklyn NY 11217,Contact: Dorothy Mack-Hampton<br>Phone: 347-863-5429 (cell)<br>Program Type: Pantry<br>Address: 424 Dean Street<br>City: Brooklyn<br>State: NY<br>ZIP Code: 11217<br>Monday: closed<br>Tuesday: 01:30 PM - 02:45 PM<br>Wednesday: closed<br>Thursday: closed<br>Friday: closed<br>Saturday: closed<br>Sunday: closed,#icon-1899-F57C00,Dorothy Mack-Hampton,Contact,347-863-5429 (cell),Phone,Pantry,Program Type,424 Dean Street,Address,Brooklyn,City,NY,State,11217,ZIP Code,closed,Monday,01:30 PM - 02:45 PM,Tuesday,closed,Wednesday,closed,Thursday,closed,Friday,closed,Saturday,closed,Sunday
Davidson Community Center,2038 Davidson Avenue Bronx NY 10453,Contact: Angel Caballero<br>Phone: 718-731-6360<br>Program Type: Pantry<br>Address: 2038 Davidson Avenue<br>City: Bronx<br>State: NY<br>ZIP Code: 10453<br>Monday: closed<br>Tuesday: closed<br>Wednesday: 10:00 AM - 12:00 PM<br>Thursday: closed<br>Friday: closed<br>Saturday: closed<br>Sunday: closed,#icon-1899-F57C00,Angel Caballero,Contact,718-731-6360,Phone,Pantry,Program Type,2038 Davidson Avenue,Address,Bronx,City,NY,State,10453,ZIP Code,closed,Monday,closed,Tuesday,10:00 AM - 12:00 PM,Wednesday,closed,Thursday,closed,Friday,closed,Saturday,closed,Sunday
Deliverance Temple Church,134-10 Rockaway Boulevard South Ozone Park NY 11420,Contact: Rev. Rita Speller<br>Phone: 718-529-1993<br>Program Type: Pantry<br>Address: 134-10 Rockaway Boulevard<br>City: South Ozone Park<br>State: NY<br>ZIP Code: 11420<br>Monday: closed<br>Tuesday: 5:30 PM -6:30PM<br>Wednesday: closed<br>Thursday: closed<br>Friday: closed<br>Saturday: closed<br>Sunday: closed,#icon-1899-F57C00,Rev. Rita Speller,Contact,718-529-1993,Phone,Pantry,Program Type,134-10 Rockaway Boulevard,Address,South Ozone Park,City,NY,State,11420,ZIP Code,closed,Monday,5:30 PM -6:30PM,Tuesday,closed,Wednesday,closed,Thursday,closed,Friday,closed,Saturday,closed,Sunday
Department of Probation Bronx Office,198 East 161st Street Bronx NY 10451,Contact: Darryl Humphrey<br>Phone: 718-410-7268<br>Program Type: Pantry<br>Address: 198 East 161st Street<br>City: Bronx<br>State: NY<br>ZIP Code: 10451<br>Monday: 09:00 AM - 05:00 PM<br>Tuesday: 09:00 AM - 05:00 PM<br>Wednesday: 09:00 AM - 05:00 PM<br>Thursday: 09:00 AM - 05:00 PM<br>Friday: 09:00 AM - 05:00 PM<br>Saturday: closed<br>Sunday: closed,#icon-1899-F57C00,Darryl Humphrey,Contact,718-410-7268,Phone,Pantry,Program Type,198 East 161st Street,Address,Bronx,City,NY,State,10451,ZIP Code,09:00 AM - 05:00 PM,Monday,09:00 AM - 05:00 PM,Tuesday,09:00 AM - 05:00 PM,Wednesday,09:00 AM - 05:00 PM,Thursday,09:00 AM - 05:00 PM,Friday,closed,Saturday,closed,Sunday
Department of Probation Brooklyn Office,345 Adams Street Brooklyn NY 11201,Contact: Carlos Melendez<br>Phone: 718-488-3604<br>Program Type: Pantry<br>Address: 345 Adams Street<br>City: Brooklyn<br>State: NY<br>ZIP Code: 11201<br>Monday: 10:00 AM - 04:00 PM<br>Tuesday: 10:00 AM - 04:00 PM<br>Wednesday: 10:00 AM - 04:00 PM<br>Thursday: 10:00 AM - 04:00 PM<br>Friday: 10:00 AM - 01:00 PM<br>Saturday: closed<br>Sunday: closed,#icon-1899-F57C00,Carlos Melendez,Contact,718-488-3604,Phone,Pantry,Program Type,345 Adams Street,Address,Brooklyn,City,NY,State,11201,ZIP Code,10:00 AM - 04:00 PM,Monday,10:00 AM - 04:00 PM,Tuesday,10:00 AM - 04:00 PM,Wednesday,10:00 AM - 04:00 PM,Thursday,10:00 AM - 01:00 PM,Friday,closed,Saturday,closed,Sunday
Department of Probation Manhattan Office,127 West 127 Street New York NY 10027,Contact: Shatia Burks<br>Phone: 212-280-4804<br>Program Type: Pantry<br>Address: 127 West 127 Street<br>City: New York<br>State: NY<br>ZIP Code: 10027<br>Monday: 09:00 AM - 05:00 PM<br>Tuesday: 09:00 AM - 05:00 PM<br>Wednesday: closed<br>Thursday: 09:00 AM - 05:00 PM<br>Friday: 11:00 AM - 02:00PM<br>Saturday: closed<br>Sunday: closed,#icon-1899-F57C00,Shatia Burks,Contact,212-280-4804,Phone,Pantry,Program Type,127 West 127 Street,Address,New York,City,NY,State,10027,ZIP Code,09:00 AM - 05:00 PM,Monday,09:00 AM - 05:00 PM,Tuesday,closed,Wednesday,09:00 AM - 05:00 PM,Thursday,11:00 AM - 02:00PM,Friday,closed,Saturday,closed,Sunday
Department of Probation Queens Office,162-24 Jamaica Avenue Jamaica NY 11432,Contact: Sharon Schinnery<br>Phone: 718-657-7426<br>Program Type: Pantry<br>Address: 162-24 Jamaica Avenue<br>City: Jamaica<br>State: NY<br>ZIP Code: 11432<br>Monday: 09:00 AM - 05:00 PM<br>Tuesday: 09:00 AM - 05:00 PM<br>Wednesday: 09:00 AM - 05:00 PM<br>Thursday: 09:00 AM - 05:00 PM<br>Friday: 09:00 AM - 05:00 PM<br>Saturday: closed<br>Sunday: closed,#icon-1899-F57C00,Sharon Schinnery,Contact,718-657-7426,Phone,Pantry,Program Type,162-24 Jamaica Avenue,Address,Jamaica,City,NY,State,11432,ZIP Code,09:00 AM - 05:00 PM,Monday,09:00 AM - 05:00 PM,Tuesday,09:00 AM - 05:00 PM,Wednesday,09:00 AM - 05:00 PM,Thursday,09:00 AM - 05:00 PM,Friday,closed,Saturday,closed,Sunday
Department of Probation Staten Island Office,340 Bay Street Staten Island NY 10301,Contact: Josephine Troino<br>Phone: 718-876-7395<br>Program Type: Pantry<br>Address: 340 Bay Street<br>City: Staten Island<br>State: NY<br>ZIP Code: 10301<br>Monday: 09:00 AM - 05:00 PM<br>Tuesday: 09:00 AM - 05:00 PM<br>Wednesday: 09:00 AM - 12:00 PM<br>Thursday: 09:00 AM - 05:00 PM<br>Friday: 09:00 AM - 05:00 PM<br>Saturday: closed<br>Sunday: closed,#icon-1899-F57C00,Josephine Troino,Contact,718-876-7395,Phone,Pantry,Program Type,340 Bay Street,Address,Staten Island,City,NY,State,10301,ZIP Code,09:00 AM - 05:00 PM,Monday,09:00 AM - 05:00 PM,Tuesday,09:00 AM - 12:00 PM,Wednesday,09:00 AM - 05:00 PM,Thursday,09:00 AM - 05:00 PM,Friday,closed,Saturday,closed,Sunday
Dewitt Reformed Church,280 Rivington Street New York NY 10002,Contact: Hattie Mitchell<br>Phone: 212-674-3341<br>Program Type: Pantry<br>Address: 280 Rivington Street<br>City: New York<br>State: NY<br>ZIP Code: 10002<br>Monday: 10:00 AM - 12:00 PM<br>Tuesday: closed<br>Wednesday: closed<br>Thursday: 10:00 AM - 12:00 PM<br>Friday: closed<br>Saturday: closed<br>Sunday: closed,#icon-1899-F57C00,Hattie Mitchell,Contact,212-674-3341,Phone,Pantry,Program Type,280 Rivington Street,Address,New York,City,NY,State,10002,ZIP Code,10:00 AM - 12:00 PM,Monday,closed,Tuesday,closed,Wednesday,10:00 AM - 12:00 PM,Thursday,closed,Friday,closed,Saturday,closed,Sunday
Divine Truth Ministry,215-31 99th Avenue Queens NY 11429,Contact: Soline Celestin<br>Phone: 516-655-2661<br>Program Type: Pantry<br>Address: 215-31 99th Avenue<br>City: Queens Village<br>State: NY<br>ZIP Code: 11429<br>Monday: closed<br>Tuesday: closed<br>Wednesday: closed<br>Thursday: closed<br>Friday: 06:00 PM - 08:00 PM<br>Saturday: 01:30 PM - 03:00 PM<br>Sunday: closed,#icon-1899-F57C00,Soline Celestin,Contact,516-655-2661,Phone,Pantry,Program Type,215-31 99th Avenue,Address,Queens Village,City,NY,State,11429,ZIP Code,closed,Monday,closed,Tuesday,closed,Wednesday,closed,Thursday,06:00 PM - 08:00 PM,Friday,01:30 PM - 03:00 PM,Saturday,closed,Sunday
East 233rd Street Senior Center,732 East 233rd Street Bronx NY 10466,Contact: Delores Mack<br>Phone: 347-590-5970<br>Program Type: Soup Kitchen<br>Address: 732 East 233rd Street<br>City: Bronx<br>State: NY<br>ZIP Code: 10466<br>Monday: 09:30 AM - 01:30 PM<br>Tuesday: closed<br>Wednesday: 09:30 AM - 01:30 PM<br>Thursday: 09:30 AM - 01:30 PM<br>Friday: closed<br>Saturday: closed<br>Sunday: closed,#icon-1899-1A237E,Delores Mack,Contact,347-590-5970,Phone,Soup Kitchen,Program Type,732 East 233rd Street,Address,Bronx,City,NY,State,10466,ZIP Code,09:30 AM - 01:30 PM,Monday,closed,Tuesday,09:30 AM - 01:30 PM,Wednesday,09:30 AM - 01:30 PM,Thursday,closed,Friday,closed,Saturday,closed,Sunday
Ebenezer SDA Church,1234 East New York Avenue Brooklyn NY 11212,Contact: Bruce Johnson<br>Phone: 646-662-3405 (cell)<br>Program Type: Pantry<br>Address: 1234 East New York Avenue<br>City: Brooklyn<br>State: NY<br>ZIP Code: 11212<br>Monday: closed<br>Tuesday: closed<br>Wednesday: 10:30 AM - 01:00 PM<br>Thursday: closed<br>Friday: closed<br>Saturday: closed<br>Sunday: closed,#icon-1899-F57C00,Bruce Johnson,Contact,646-662-3405 (cell),Phone,Pantry,Program Type,1234 East New York Avenue,Address,Brooklyn,City,NY,State,11212,ZIP Code,closed,Monday,closed,Tuesday,10:30 AM - 01:00 PM,Wednesday,closed,Thursday,closed,Friday,closed,Saturday,closed,Sunday
Ebenezer SDA Church,1234 East New York Avenue Brooklyn NY 11212,Contact: Bruce Johnson<br>Phone: 646-662-3405 (cell)<br>Program Type: Soup Kitchen<br>Address: 1234 East New York Avenue<br>City: Brooklyn<br>State: NY<br>ZIP Code: 11212<br>Monday: closed<br>Tuesday: closed<br>Wednesday: closed<br>Thursday: closed<br>Friday: closed<br>Saturday: closed<br>Sunday: 12:30 PM - 02:00 PM,#icon-1899-1A237E,Bruce Johnson,Contact,646-662-3405 (cell),Phone,Soup Kitchen,Program Type,1234 East New York Avenue,Address,Brooklyn,City,NY,State,11212,ZIP Code,closed,Monday,closed,Tuesday,closed,Wednesday,closed,Thursday,closed,Friday,closed,Saturday,12:30 PM - 02:00 PM,Sunday
Educational Alliance (Project ORE),331 East 12th Street New York ny 10003,"Contact: Alan Scher<br>Phone: 212-228-7836<br>Program Type: Pantry<br>Address: 331 East 12th Street<br>City: New York<br>State: ny<br>ZIP Code: 10003<br>Monday: closed<br>Tuesday: closed<br>Wednesday: closed<br>Thursday: 12:00 PM - 2:00 PM (every other Wednesday, by appointment only)<br>Friday: closed<br>Saturday: closed<br>Sunday: closed",#icon-1899-F57C00,Alan Scher,Contact,212-228-7836,Phone,Pantry,Program Type,331 East 12th Street,Address,New York,City,ny,State,10003,ZIP Code,closed,Monday,closed,Tuesday,closed,Wednesday,"12:00 PM - 2:00 PM (every other Wednesday, by appointment only)",Thursday,closed,Friday,closed,Saturday,closed,Sunday
Elmcor Youth & Adult Activities Inc.,107-20 Northern Blvd Queens NY 11368,Contact: Larinda C. Hooks<br>Phone: 718-651-0096 EXT. 211<br>Program Type: Pantry<br>Address: 107-20 Northern Blvd<br>City: Corona<br>State: NY<br>ZIP Code: 11368<br>Monday: closed<br>Tuesday: closed<br>Wednesday: 12:00 PM - 04:00 PM<br>Thursday: closed<br>Friday: closed<br>Saturday: closed<br>Sunday: closed,#icon-1899-F57C00,Larinda C. Hooks,Contact,718-651-0096 EXT. 211,Phone,Pantry,Program Type,107-20 Northern Blvd,Address,Corona,City,NY,State,11368,ZIP Code,closed,Monday,closed,Tuesday,12:00 PM - 04:00 PM,Wednesday,closed,Thursday,closed,Friday,closed,Saturday,closed,Sunday
Elohim Community Development and Outreach Inc.,87-47 111th Street Richmond Hill NY 11418,Contact: Anthony Miranda<br>Phone: 917-916-3066<br>Program Type: Pantry<br>Address: 87-47 111th Street<br>City: Richmond Hill<br>State: NY<br>ZIP Code: 11418<br>Monday: closed<br>Tuesday: closed<br>Wednesday: closed<br>Thursday: 07:00 AM - 07:00 PM<br>Friday: 7:00 AM - 12:00 PM<br>Saturday: closed<br>Sunday: closed,#icon-1899-F57C00,Anthony Miranda,Contact,917-916-3066,Phone,Pantry,Program Type,87-47 111th Street,Address,Richmond Hill,City,NY,State,11418,ZIP Code,closed,Monday,closed,Tuesday,closed,Wednesday,07:00 AM - 07:00 PM,Thursday,7:00 AM - 12:00 PM,Friday,closed,Saturday,closed,Sunday
Emanuel Pentecostal Faith Church,1310 Elder Avenue Bronx NY 10472,Contact: Bishop Middleton<br>Phone: 347-380-0555<br>Program Type: Pantry<br>Address: 1310 Elder Avenue<br>City: Bronx<br>State: NY<br>ZIP Code: 10472<br>Monday: closed<br>Tuesday: closed<br>Wednesday: 05:00 PM - 06:00 PM<br>Thursday: closed<br>Friday: closed<br>Saturday: closed<br>Sunday: closed,#icon-1899-F57C00,Bishop Middleton,Contact,347-380-0555,Phone,Pantry,Program Type,1310 Elder Avenue,Address,Bronx,City,NY,State,10472,ZIP Code,closed,Monday,closed,Tuesday,05:00 PM - 06:00 PM,Wednesday,closed,Thursday,closed,Friday,closed,Saturday,closed,Sunday
Emmaus House Inc.,310 W 139th Street New York NY 10030,Contact: Sequan Prude<br>Phone: 212-749-9404 (Office)<br>Program Type: Pantry<br>Address: 310 W 139th Street<br>City: New York<br>State: NY<br>ZIP Code: 10030<br>Monday: 09:30 AM - 12:00 PM<br>Tuesday: closed<br>Wednesday: closed<br>Thursday: closed<br>Friday: closed<br>Saturday: closed<br>Sunday: closed,#icon-1899-F57C00,Sequan Prude,Contact,212-749-9404 (Office),Phone,Pantry,Program Type,310 W 139th Street,Address,New York,City,NY,State,10030,ZIP Code,09:30 AM - 12:00 PM,Monday,closed,Tuesday,closed,Wednesday,closed,Thursday,closed,Friday,closed,Saturday,closed,Sunday
